0.917022005,0.711461427,0.987356767,0.021216432,0.016928172,1.783620671,-0.662001208,0.647247719,0.031837852,0.050816766,0.124094382,0.007663683,0.00115965,0.032177452
1.220324493,0.810100136,0.944697693,0.024284209,0.033792953,2.057614684,-0.649412516,0.444488311,0.098104293,0.117829442,0.037439056,0.046215104,0.002082309,0.21737362
0.500114375,0.644000355,0.957311909,0.022083912,0.032222746,1.544903949,-0.642702071,0.472088066,0.124832039,0.036389951,0.458987754,0,0.023598851,0.002615243
0.802332573,0.720272635,0.945728998,0.021941117,0.034796665,1.821392452,-0.673208196,0.40695031,0.135389925,0.152528227,0.223670798,0.000662006,0.017872767,0.059109625
0.646755891,0.860535781,0.922379721,0.023682398,0.000417204,2.065849562,-0.7157055,0.615692631,0.099518457,0.064883132,0.258566962,0,0.119491223,0.011224169
0.592338595,0.873326831,0.990749636,0.02049017,0.029887749,1.824963864,-0.607607292,0.530262339,0.112882193,0.103534823,0.222632546,0,0.17956129,0.011805978
0.686260211,0.888890541,0.960883824,0.017768573,0.042983068,2.485096473,-0.60967441,0.411822579,0.05590946,0.093923342,0.173888117,0,0.124231657,0.013222995
0.845560727,0.653608109,0.982562172,0.02025093,0.023182959,2.141466796,-0.544117746,0.667692911,0.046224991,0.100052796,0.186546401,0.006330212,0.001634725,0.033274351
0.896767474,0.773645091,0.995024555,0.016104373,0.004286837,1.76616374,-0.532177135,0.680556908,0.031156925,0.069631872,0.146458861,0.002166701,0.005982784,0.03704334
1.038816734,0.672113117,0.97357632,0.019127758,0.042669648,2.051191511,-0.516156562,0.570665319,0.085476023,0.043704765,0.063670508,0.056509176,0.000281153,0.06778415
0.919194514,0.890794959,0.954501274,0.02192028,0.033094936,1.784498499,-0.635447816,0.555845392,0.146265651,0.111194339,0.10408794,2.15E-05,0.060548485,0.095872475
1.1852195,0.703968728,0.974659662,0.017637445,0.008878227,1.915151285,-0.721384008,0.518487338,0.059565483,0.123808384,0.039212924,0.082545212,0.000192194,0.130494927
0.70445225,0.71098553,0.971805556,0.019095254,0.014662699,2.461812044,-0.646316888,0.541919905,0.034311746,0.092909827,0.295292599,0,0.010877103,0.011818317
1.378117436,0.623850709,0.965812491,0.024010419,0.004854371,1.725302998,-0.505788789,0.575377732,0.100773615,0.056281601,0.011706511,0.266395374,1.61E-05,0.09653182
0.527387593,0.658503041,0.955369577,0.024280493,0.023111211,2.080136155,-0.751618986,0.453320074,0.150899945,0.103973312,0.429543201,0,0.041028762,0.007704404
1.17046751,0.628189206,0.98837526,0.02085105,0.035176583,2.298554013,-0.780247326,0.418338682,0.098024731,0.023426618,0.029811592,0.136500349,1.41E-06,0.074075471
0.917304802,0.785573821,0.961770384,0.018343694,0.006275397,2.178551285,-0.532221874,0.677637062,0.070298756,0.136934603,0.151462539,0.002143634,0.013827422,0.070426887
1.058689828,0.824184811,0.935450373,0.015560601,0.024364969,1.792847187,-0.781521826,0.490000447,0.115875188,0.035596379,0.062767265,0.013717753,0.004469871,0.119444798
