2.351451825,0.14406109,0.715520833,-0.599857571,0.105816644,0.617678217,1.377668424,0.93445995,0.023252016,0.021811222,0.225545477
2.392277437,0.132436412,0.379714001,-0.838640343,0.043551174,0.973189765,1.486950324,0.998315832,0.015907902,7.46E-05,0.015263573
1.591007272,0.152113498,0.538602659,-0.660005075,0.035401002,0.935552058,0.55238418,0.977687737,0.017063784,0.010973892,0
1.417995212,0.046047965,0.494218384,-0.651862163,0.068640817,0.764996882,1.496051027,0.95597973,0.0229324,0.019404491,0.286640409
1.946910482,0.096955087,0.472237231,-0.719407199,0.078851713,0.729113675,1.158831095,0.971096849,0.021817316,0.036217699,0.068575061
2.468281092,0.03832224,0.419748074,-0.683005777,0.136816449,0.605693578,0.517048486,0.935280672,0.019699906,0.038355091,0
1.76911966,0.062691482,0.490267505,-0.785248937,0.089992492,0.957187124,0.734197863,0.996596987,0.023977686,0.012034428,0
2.58997296,0.100938331,0.727440378,-0.839897376,0.020691865,0.552455694,1.056257823,0.938071354,0.019085299,0.001773938,0.072562857
1.583007941,0.106685178,0.356975472,-0.56353981,0.063042715,0.632010899,1.549008203,0.999518874,0.021585484,0.047614968,0.402965565
1.645980506,0.102289018,0.489609298,-0.642327082,0.14919429,0.692586854,1.557866242,0.986938393,0.024584194,0.02652421,0.267953723
2.517277283,0.141853414,0.443274777,-0.743318329,0.072137196,0.572082107,0.589135698,0.965388707,0.018018204,0.008020987,1.53E-05
2.020488789,0.122629615,0.575690655,-0.684452072,0.065343074,0.613596217,1.564711338,0.981341315,0.022248558,0.018137656,0.390191661
1.547744041,0.130563309,0.597211944,-0.782868876,0.137634412,0.870922552,1.548600338,0.939962213,0.022519023,0.013880684,0.093868436
1.839797339,0.047914022,0.394047546,-0.752076863,0.129640354,0.762203026,0.982450778,0.937314373,0.016856308,0.029035186,0.010740278
1.724008742,0.043079871,0.575580702,-0.546691255,0.062535338,0.698748489,1.360336563,0.923002505,0.020683799,0.032043296,0.261059066
2.373764939,0.028255622,0.652101423,-0.514884494,0.126459852,0.6541775,0.570263606,0.969353412,0.015611126,0.005944348,0
2.086027262,0.067654624,0.483140012,-0.658981456,0.017270525,0.748379811,0.906113539,0.971298868,0.021832816,0.001564616,0.005390388
1.905923974,0.031629486,0.661427711,-0.734780228,0.098540604,0.631598435,1.49888263,0.940177873,0.021687259,0.024041711,0.376533941
2.336349967,0.097775509,0.69910028,-0.546850089,0.033735651,0.692672117,1.350648795,0.949643712,0.016341997,0.007705165,0.219389628
2.359957142,0.127043173,0.391472793,-0.55651064,0.150643336,0.666147452,1.551390912,0.967214073,0.023930967,0.046330022,0.286343159
2.280795966,0.041228613,0.605714489,-0.823810536,0.041276124,0.915233956,1.186888839,0.92403497,0.016696644,0.020611445,0.033762658
